fund_name,fund_extended_name,category,net_assets,ytd_return,fund_yield,morningstar_rating,investment,size,currency,portfolio_cash,portfolio_stocks,portfolio_bonds,price_earnings,price_sales,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_2018,fund_return_2017,fund_return_2016
ABSRX,AB Discovery Value Fund Class R,Small Value,2880000000.0,11.53,0.0,4.0,Value,Medium,USD,1.56,98.44,0.0,13.49,0.93,3.34,12.32,23.61,11.64,5.82,2.79,5.4,0.0,6.73,15.19,13.17,-15.56,12.25,23.9
ABSYX,American Beacon Small Cap Value Fund Class Y,Small Value,6380000000.0,12.25,0.64,3.0,Value,Small,USD,4.71,95.29,0.0,12.53,0.71,6.2,13.88,28.48,4.51,2.4,2.75,2.33,0.3,4.92,19.62,14.61,-15.7,8.63,26.66
ABTAX,American Century Government Bond Fund A Class,Intermediate Government,720710000.0,2.0,2.27,2.0,Blend,Large,USD,1.04,0.0,98.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.89,0.69
ABUAX,Columbia Capital Allocation Moderate Portfolio Class A,Allocation - 30% to 50% Equity,1480000000.0,8.62,2.21,4.0,Blend,Large,USD,11.28,42.14,43.47,15.24,1.41,3.9,12.05,18.0,2.81,7.06,13.64,2.92,3.62,5.61,9.39,20.98,-6.4,14.86,5.89
ABVAX,AB Value Fund Class A,Large Value,376360000.0,10.53,1.02,1.0,Value,Large,USD,1.85,98.15,0.0,13.15,1.36,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,-15.09,13.39,10.96
ABVBX,AB Value Fund Class B,Large Value,376360000.0,10.47,0.88,1.0,Value,Large,USD,1.85,98.15,0.0,13.15,1.36,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,-15.19,13.32,10.96
ABVCX,AB Value Fund Class C,Large Value,376360000.0,10.24,0.0,1.0,Value,Large,USD,1.85,98.15,0.0,13.15,1.36,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,-15.7,12.52,10.19
ABVIX,AB Value Fund Class I,Large Value,376360000.0,10.55,1.33,1.0,Value,Large,USD,1.85,98.15,0.0,13.15,1.36,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,-14.84,13.73,11.31
ABVKX,AB Value Fund Class K,Large Value,376360000.0,10.41,0.88,1.0,Value,Large,USD,1.85,98.15,0.0,13.15,1.36,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,-15.19,13.26,10.75
ABVRX,AB Value Fund Class R,Large Value,376360000.0,10.37,0.53,1.0,Value,Large,USD,1.85,98.15,0.0,13.15,1.36,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,-15.5,12.93,10.45
ABVYX,AB Value Fund Advisor Class,Large Value,376360000.0,10.53,1.29,1.0,Value,Large,USD,1.85,98.15,0.0,13.15,1.36,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,-14.91,13.71,11.23
ABWAX,AB All Market Total Return Portfolio Class A,Allocation - 50% to 70% Equity,726210000.0,9.36,0.0,2.0,Growth,Large,USD,19.4,62.23,17.15,16.05,1.82,2.97,12.75,17.73,9.39,4.93,13.07,2.03,4.25,3.49,9.85,19.54,-7.82,11.22,5.79
ABWBX,AB All Market Total Return Portfolio Class B,Allocation - 50% to 70% Equity,726210000.0,9.15,0.0,1.0,Growth,Large,USD,19.4,62.23,17.15,16.05,1.82,2.97,12.75,17.73,9.39,4.93,13.07,2.03,4.25,3.49,9.85,19.54,-8.51,10.39,4.99
ABWCX,AB All Market Total Return Portfolio Class C,Allocation - 50% to 70% Equity,726210000.0,9.19,0.0,1.0,Growth,Large,USD,19.4,62.23,17.15,16.05,1.82,2.97,12.75,17.73,9.39,4.93,13.07,2.03,4.25,3.49,9.85,19.54,-8.6,10.42,4.99
ABWIX,AB All Market Total Return Portfolio Class I,Allocation - 50% to 70% Equity,726210000.0,9.41,0.0,2.0,Growth,Large,USD,19.4,62.23,17.15,16.05,1.82,2.97,12.75,17.73,9.39,4.93,13.07,2.03,4.25,3.49,9.85,19.54,-7.63,11.38,6.11
ABWKX,AB All Market Total Return Portfolio Class K,Allocation - 50% to 70% Equity,726210000.0,9.33,0.0,2.0,Growth,Large,USD,19.4,62.23,17.15,16.05,1.82,2.97,12.75,17.73,9.39,4.93,13.07,2.03,4.25,3.49,9.85,19.54,-7.98,11.1,5.73
ABWRX,AB All Market Total Return Portfolio Class R,Allocation - 50% to 70% Equity,726210000.0,9.22,0.0,2.0,Growth,Large,USD,19.4,62.23,17.15,16.05,1.82,2.97,12.75,17.73,9.39,4.93,13.07,2.03,4.25,3.49,9.85,19.54,-8.25,10.74,5.41
ABWYX,AB All Market Total Return Portfolio Advisor Class,Allocation - 50% to 70% Equity,726210000.0,9.43,0.0,2.0,Growth,Large,USD,19.4,62.23,17.15,16.05,1.82,2.97,12.75,17.73,9.39,4.93,13.07,2.03,4.25,3.49,9.85,19.54,-7.64,11.49,6.11
ABXAX,AB Tax-Managed International Portfolio Class A,Foreign Large Blend,2860000000.0,10.16,1.6,2.0,Blend,Large,USD,0.0,96.8,0.0,13.79,1.15,7.08,12.47,20.7,1.86,11.49,10.12,2.06,4.04,5.99,10.8,13.39,-17.93,26.31,-1.51
ABXBX,AB Tax-Managed International Portfolio Class B,Foreign Large Blend,2860000000.0,9.95,0.51,1.0,Blend,Large,USD,0.0,96.8,0.0,13.79,1.15,7.08,12.47,20.7,1.86,11.49,10.12,2.06,4.04,5.99,10.8,13.39,-18.5,25.34,-2.26
ABXCX,AB Tax-Managed International Portfolio Class C,Foreign Large Blend,2860000000.0,9.97,0.77,1.0,Blend,Large,USD,0.0,96.8,0.0,13.79,1.15,7.08,12.47,20.7,1.86,11.49,10.12,2.06,4.04,5.99,10.8,13.39,-18.54,25.29,-2.18
ABYSX,AB Discovery Value Fund Advisor Class,Small Value,2880000000.0,11.67,0.55,4.0,Value,Medium,USD,1.56,98.44,0.0,13.49,0.93,3.34,12.32,23.61,11.64,5.82,2.79,5.4,0.0,6.73,15.19,13.17,-14.98,12.98,24.64
ACAAX,Alger Capital Appreciation Fund Class A,Large Growth,2800000000.0,15.52,0.0,4.0,Growth,Large,USD,2.44,97.38,0.0,20.31,3.29,3.41,18.2,13.36,0.88,1.17,20.0,0.0,1.74,0.31,7.33,33.6,-1.0,31.22,0.33
ACACX,AB Municipal Income Fund California Portfolio Class C,Muni California Intermediate,774020000.0,2.41,2.6,3.0,Blend,Medium,USD,0.03,0.0,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,4.83,-1.26
ACAPX,Alger Capital Appreciation Fund Class B,Large Growth,2800000000.0,15.32,0.0,3.0,Growth,Large,USD,2.44,97.38,0.0,20.31,3.29,3.41,18.2,13.36,0.88,1.17,20.0,0.0,1.74,0.31,7.33,33.6,-1.74,30.33,-0.51
ACARX,Alger Capital Appreciation Institutional Fund Class R,Large Growth,3450000000.0,15.4,0.0,3.0,Growth,Large,USD,2.32,97.46,0.0,20.29,3.29,3.38,18.14,13.4,0.9,1.18,20.18,0.0,1.75,0.31,7.06,33.7,-1.32,30.47,-0.03
ACASX,Access Capital Community Investment Fund Class A,Intermediate Government,582740000.0,1.89,2.43,3.0,Blend,Large,USD,0.17,0.0,99.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,1.27,1.41
ACBPX,American Century Diversified Bond Fund I Class,Intermediate-Term Bond,3240000000.0,3.15,2.56,2.0,Blend,Medium,USD,1.4,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26,3.54,2.72
ACCAX,American Century Strategic Allocation: Conservative Fund A Class,Allocation - 30% to 50% Equity,437900000.0,7.35,1.45,3.0,Blend,Large,USD,2.01,41.11,56.55,15.58,1.43,2.18,13.68,16.53,5.52,7.5,13.43,2.27,1.72,5.92,11.24,20.01,-4.78,10.36,4.97
ACCBX,Invesco Corporate Bond Fund Class A,Corporate Bond,1530000000.0,6.12,4.08,4.0,Blend,Medium,USD,1.43,0.03,90.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.14,7.26,8.05
ACCEX,Invesco Corporate Bond Fund Class C,Corporate Bond,1530000000.0,6.19,3.35,3.0,Blend,Medium,USD,1.43,0.03,90.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.93,6.54,7.28
ACCHX,Invesco Corporate Bond Fund Class Y,Corporate Bond,1530000000.0,6.33,4.33,4.0,Blend,Medium,USD,1.43,0.03,90.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.02,7.51,8.46
ACCIX,American Century Strategic Allocation: Conservative Fund I Class,Allocation - 30% to 50% Equity,437900000.0,7.45,1.88,3.0,Blend,Large,USD,2.01,41.11,56.55,15.58,1.43,2.18,13.68,16.53,5.52,7.5,13.43,2.27,1.72,5.92,11.24,20.01,-4.52,11.04,5.25
ACCKX,American Century Core Plus Fund Class C,Intermediate-Term Bond,145090000.0,3.36,2.73,2.0,Blend,Medium,USD,1.78,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28,3.44,2.53
ACCNX,American Century Core Plus Fund Investor Class,Intermediate-Term Bond,145090000.0,3.61,3.71,3.0,Blend,Medium,USD,1.78,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.39,4.57,3.57
ACCOX,American Century International Value Fund C Class,Foreign Large Value,40320000.0,6.97,2.67,1.0,Value,Large,USD,0.37,99.63,0.0,10.57,0.71,9.26,9.49,29.04,2.72,5.51,9.93,3.92,6.78,11.92,7.45,3.99,-17.85,20.13,0.67
ACCPX,American Century Core Plus Fund Class R,Intermediate-Term Bond,145090000.0,3.48,3.22,2.0,Blend,Medium,USD,1.78,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.88,4.06,3.04
ACCQX,American Century Core Plus Fund Class A,Intermediate-Term Bond,145090000.0,3.55,3.47,3.0,Blend,Medium,USD,1.78,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.63,4.22,3.3
ACCSX,Access Capital Community Investment Fund Institutional Class,Intermediate Government,582740000.0,2.08,2.75,4.0,Blend,Large,USD,0.17,0.0,99.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,1.75,1.67
ACCUX,American Century Core Plus Fund R5 Class,Intermediate-Term Bond,145090000.0,3.76,3.91,3.0,Blend,Medium,USD,1.78,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,4.69,3.76
ACCVX,American Century Capital Value Fund Class A,Large Value,133660000.0,10.38,1.67,2.0,Value,Large,USD,1.5,98.5,0.0,13.88,1.41,0.9,4.16,23.54,0.0,8.41,22.33,3.6,4.35,14.28,7.77,10.66,-8.54,11.49,15.13
ACECX,American Century Emerging Markets Fund C Class,Diversified Emerging Mkts,2430000000.0,9.8,0.0,3.0,Growth,Large,USD,0.35,99.59,0.0,14.42,1.92,3.83,21.74,24.29,2.62,9.49,0.68,1.16,2.44,4.2,5.45,24.11,-20.04,44.56,6.5
ACEHX,Invesco Exchange Fund,Large Value,60500000.0,13.09,1.71,2.0,Blend,Large,USD,1.1,98.9,0.0,15.57,2.28,25.53,0.02,0.89,0.0,16.92,19.29,0.0,0.0,15.01,5.29,17.05,-2.9,10.37,15.74
ACEIX,Invesco Equity and Income Fund Class A,Allocation - 50% to 70% Equity,13460000000.0,9.63,2.03,4.0,Value,Large,USD,6.35,62.27,23.73,10.81,1.21,2.8,7.66,31.44,0.0,5.66,18.01,1.2,2.93,13.57,6.38,10.34,-9.65,10.88,14.83
ACERX,Invesco Equity and Income Fund Class C,Allocation - 50% to 70% Equity,13460000000.0,9.39,1.31,3.0,Value,Large,USD,6.35,62.27,23.73,10.81,1.21,2.8,7.66,31.44,0.0,5.66,18.01,1.2,2.93,13.57,6.38,10.34,-10.24,10.03,14.01
ACESX,Invesco Equity and Income Fund Class R,Allocation - 50% to 70% Equity,13460000000.0,9.5,1.78,3.0,Value,Large,USD,6.35,62.27,23.73,10.81,1.21,2.8,7.66,31.44,0.0,5.66,18.01,1.2,2.93,13.57,6.38,10.34,-9.82,10.56,14.59
ACETX,Invesco Equity and Income Fund Class Y,Allocation - 50% to 70% Equity,13460000000.0,9.7,2.28,4.0,Value,Large,USD,6.35,62.27,23.73,10.81,1.21,2.8,7.66,31.44,0.0,5.66,18.01,1.2,2.93,13.57,6.38,10.34,-9.42,11.16,15.13
ACEVX,American Century International Value Fund Investor Class,Foreign Large Value,40320000.0,7.34,3.85,2.0,Value,Large,USD,0.37,99.63,0.0,10.57,0.71,9.26,9.49,29.04,2.72,5.51,9.93,3.92,6.78,11.92,7.45,3.99,-17.12,21.27,1.76
ACFCX,American Century Investments Focused Dynamic Growth Fund R Class,Large Growth,184150000.0,17.51,0.0,3.0,Growth,Large,USD,2.88,97.12,0.0,31.02,4.59,0.0,25.59,13.42,0.0,5.17,13.05,0.0,0.0,5.12,7.79,29.86,5.97,33.89,5.16
ACFDX,American Century Investments Focused Dynamic Growth Fund Advisor Class,Large Growth,184150000.0,17.58,0.0,4.0,Growth,Large,USD,2.88,97.12,0.0,31.02,4.59,0.0,25.59,13.42,0.0,5.17,13.05,0.0,0.0,5.12,7.79,29.86,6.24,34.25,5.39
ACFFX,Columbia Acorn International Select Fund Institutional Class,Foreign Large Growth,129600000.0,15.67,0.0,4.0,Growth,Large,USD,5.47,94.53,0.0,19.54,2.39,5.18,10.14,10.45,4.99,6.52,13.21,0.0,2.76,0.0,26.3,20.46,-12.28,35.7,1.19
ACFOX,American Century Investments Focused Dynamic Growth Fund Investor Class,Large Growth,184150000.0,17.66,0.0,4.0,Growth,Large,USD,2.88,97.12,0.0,31.02,4.59,0.0,25.59,13.42,0.0,5.17,13.05,0.0,0.0,5.12,7.79,29.86,6.51,34.55,5.69
ACFSX,American Century Investments Focused Dynamic Growth Fund I Class,Large Growth,184150000.0,17.71,0.0,4.0,Growth,Large,USD,2.88,97.12,0.0,31.02,4.59,0.0,25.59,13.42,0.0,5.17,13.05,0.0,0.0,5.12,7.79,29.86,6.71,34.83,5.88
ACGCX,American Century Income and Growth Fund C Class,Large Value,2220000000.0,12.19,0.93,3.0,Value,Large,USD,0.91,99.09,0.0,15.06,1.98,1.55,9.91,11.67,5.96,6.73,13.12,0.98,2.07,7.25,11.77,28.99,-7.79,19.4,12.47
ACGGX,American Century Global Gold Fund A Class,Equity Precious Metals,392520000.0,5.56,0.0,3.0,Growth,Medium,USD,0.78,99.22,0.0,24.85,2.43,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.69,10.28,52.7
ACGIX,Invesco Growth and Income Fund Class A,Large Value,7170000000.0,12.55,1.68,2.0,Value,Large,USD,2.69,97.31,0.0,10.85,1.22,2.87,7.57,30.85,0.0,5.62,18.16,1.19,2.84,14.0,6.25,10.65,-13.46,14.21,19.81
ACGKX,Invesco Growth and Income Fund Class C,Large Value,7170000000.0,12.41,0.95,2.0,Value,Large,USD,2.69,97.31,0.0,10.85,1.22,2.87,7.57,30.85,0.0,5.62,18.16,1.19,2.84,14.0,6.25,10.65,-14.1,13.34,18.96
ACGLX,Invesco Growth and Income Fund Class R,Large Value,7170000000.0,12.52,1.43,2.0,Value,Large,USD,2.69,97.31,0.0,10.85,1.22,2.87,7.57,30.85,0.0,5.62,18.16,1.19,2.84,14.0,6.25,10.65,-13.71,13.91,19.54
ACGMX,Invesco Growth and Income Fund Class Y,Large Value,7170000000.0,12.66,1.92,3.0,Value,Large,USD,2.69,97.31,0.0,10.85,1.22,2.87,7.57,30.85,0.0,5.62,18.16,1.19,2.84,14.0,6.25,10.65,-13.24,14.49,20.1
ACGYX,AB Income Fund Advisor Class,Intermediate-Term Bond,2550000000.0,4.15,4.65,5.0,Blend,Large,USD,21.96,0.16,70.7,0.0,0.0,0.0,13.93,0.0,0.0,0.0,0.0,0.0,0.0,43.93,42.14,0.0,-1.22,6.29,5.68
ACIDX,American Century International Discovery Fund Class A,Foreign Small/Mid Growth,410670000.0,14.55,0.13,2.0,Growth,Medium,USD,0.0,100.0,0.0,14.23,1.41,12.72,8.48,9.11,4.39,8.12,11.67,0.0,0.94,3.27,26.03,15.27,-26.25,40.1,-5.67
ACIIX,American Century Equity Income Fund I Class,Large Value,11410000000.0,10.51,2.16,4.0,Value,Large,USD,3.39,82.85,5.86,16.41,2.17,2.96,1.83,18.88,2.77,10.36,16.83,9.2,3.1,11.57,15.21,7.29,-4.2,13.68,19.72
ACIKX,American Century International Core Equity Fund Class C,Foreign Large Blend,26460000.0,8.63,1.46,2.0,Blend,Large,USD,0.46,99.54,0.0,12.03,0.84,8.48,10.39,17.55,3.05,10.44,11.61,2.25,6.48,7.5,11.61,10.65,-17.63,24.42,-2.31
ACIMX,American Century International Core Equity Fund Investor Class,Foreign Large Blend,26460000.0,8.89,2.4,3.0,Blend,Large,USD,0.46,99.54,0.0,12.03,0.84,8.48,10.39,17.55,3.05,10.44,11.61,2.25,6.48,7.5,11.61,10.65,-16.88,25.8,-1.45
ACINX,Columbia Acorn International Fund Institutional Class,Foreign Small/Mid Growth,2730000000.0,12.5,0.93,2.0,Growth,Medium,USD,3.37,96.63,0.0,18.65,1.75,7.43,17.95,10.47,3.24,7.55,8.17,0.15,2.02,1.61,24.82,16.58,-15.93,32.24,-2.28
ACIOX,American Century International Opportunities Fund I Class,Foreign Small/Mid Growth,583720000.0,12.98,0.73,3.0,Growth,Medium,USD,1.79,98.2,0.0,18.77,1.52,7.67,15.03,8.4,5.35,7.29,12.39,0.93,0.54,2.61,21.07,18.72,-22.6,45.27,-5.2
ACIQX,American Century International Core Equity Fund Class A,Foreign Large Blend,26460000.0,8.87,2.16,3.0,Blend,Large,USD,0.46,99.54,0.0,12.03,0.84,8.48,10.39,17.55,3.05,10.44,11.61,2.25,6.48,7.5,11.61,10.65,-17.05,25.42,-1.57
ACIRX,American Century International Core Equity Fund Class R,Foreign Large Blend,26460000.0,8.76,1.93,2.0,Blend,Large,USD,0.46,99.54,0.0,12.03,0.84,8.48,10.39,17.55,3.05,10.44,11.61,2.25,6.48,7.5,11.61,10.65,-17.3,25.18,-1.94
ACISX,AB Corporate Income Shares,Intermediate-Term Bond,96850000.0,5.89,3.9,5.0,Blend,Medium,USD,5.09,0.0,92.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.82,6.34,5.75
ACITX,American Century Inflation Adjusted Bond Fund Investor Class,Inflation-Protected Bond,2560000000.0,3.26,2.89,3.0,Growth,Large,USD,3.03,0.0,96.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.51,3.08,4.72
ACIUX,American Century International Core Equity Fund I Class,Foreign Large Blend,26460000.0,9.01,2.59,3.0,Blend,Large,USD,0.46,99.54,0.0,12.03,0.84,8.48,10.39,17.55,3.05,10.44,11.61,2.25,6.48,7.5,11.61,10.65,-16.7,26.02,-1.25
ACLAX,American Century Mid Cap Value Fund A Class,Mid-Cap Value,7620000000.0,13.18,0.98,4.0,Value,Medium,USD,2.6,97.4,0.0,14.82,1.05,2.38,10.6,23.34,3.0,8.32,8.92,10.01,0.49,7.63,14.94,10.36,-13.25,11.32,22.5
ACLCX,American Century Value Fund C Class,Large Value,2980000000.0,11.19,0.61,2.0,Value,Large,USD,2.44,97.56,0.0,13.67,1.11,1.19,6.09,26.16,0.0,8.6,17.08,0.4,4.9,15.17,9.04,11.36,-10.28,7.39,19.04
ACLDX,American Century NT Diversified Bond Fund G Class,Intermediate-Term Bond,2590000000.0,3.25,2.84,3.0,Blend,Medium,USD,3.15,0.0,96.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,3.86,2.56
ACLEX,American Century NT Equity Growth Fund G Class,Large Blend,1450000000.0,14.38,1.72,3.0,Growth,Large,USD,2.06,97.94,0.0,16.86,2.32,1.93,13.38,13.21,3.59,5.79,17.64,1.15,2.06,4.38,8.18,28.7,-5.56,22.17,10.07
ACLGX,Voya Global Multi-Asset Fund Class C,World Allocation,141190000.0,8.05,1.22,3.0,Blend,Large,USD,2.33,66.52,30.13,14.62,1.39,5.08,12.59,16.71,5.27,7.95,10.41,3.21,3.79,5.69,11.62,17.67,-9.31,16.54,5.54
ACLKX,American Century NT Emerging Markets Fund G Class,Diversified Emerging Mkts,448940000.0,10.34,1.3,4.0,Growth,Large,USD,0.65,99.3,0.0,14.36,1.91,3.87,21.8,24.4,2.56,9.58,0.66,1.13,2.5,4.03,5.45,24.03,-18.33,48.37,7.21
ACLLX,American Century NT Large Company Value Fund G Class,Large Value,1620000000.0,12.07,2.62,3.0,Value,Large,USD,2.85,97.15,0.0,13.96,1.47,1.65,4.8,23.64,0.15,11.52,18.32,4.26,3.36,11.9,10.3,10.09,-7.31,11.55,15.12
ACLMX,American Century NT Mid Cap Value Fund G Class,Mid-Cap Value,930150000.0,13.65,2.19,5.0,Value,Medium,USD,2.85,97.15,0.0,14.82,1.05,2.36,10.6,23.4,2.98,8.32,8.9,9.97,0.51,7.65,14.94,10.36,-12.19,12.08,23.29
ACLNX,American Century NT International Growth Fund G Class,Foreign Large Growth,839500000.0,13.01,1.93,3.0,Growth,Large,USD,0.35,99.65,0.0,21.93,2.27,7.97,13.77,12.77,0.0,16.66,13.93,0.0,2.04,5.19,8.45,19.22,-13.72,31.82,-5.98
ACLOX,American Century NT Small Company Fund G Class,Small Blend,388260000.0,13.15,1.04,3.0,Growth,Small,USD,2.39,97.61,0.0,15.04,0.75,3.52,13.37,15.18,7.22,1.86,15.41,0.83,0.35,3.91,15.3,23.05,-13.87,11.31,18.39
ACLTX,American Century NT Growth Fund G Class,Large Growth,1120000000.0,16.22,1.13,4.0,Growth,Large,USD,1.43,98.57,0.0,22.52,2.99,0.02,19.64,10.24,0.95,5.93,14.46,0.0,1.89,1.22,7.57,38.06,-0.02,30.81,4.18
ACLWX,American Century NT Heritage Fund G Class,Mid-Cap Growth,636240000.0,20.04,0.77,3.0,Growth,Large,USD,2.06,97.94,0.0,25.67,3.02,1.52,17.52,4.39,0.0,5.14,13.89,0.0,2.9,0.88,22.66,31.09,-4.4,22.44,3.54
ACMCX,AB Intermediate California Municipal Portfolio Class C,Muni Single State Short,1270000000.0,1.9,1.28,2.0,Value,Medium,USD,0.6,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.05,-1.35
ACMEX,American Century Adaptive Small Cap Fund R Class,Small Blend,53620000.0,9.75,0.44,2.0,Blend,Small,USD,0.23,99.77,0.0,15.12,0.99,6.95,13.0,18.66,5.4,2.29,16.45,2.62,0.03,2.72,15.49,16.39,-16.55,17.09,10.36
ACMFX,American Century Adaptive Small Cap Fund Advisor Class,Small Blend,53620000.0,9.82,0.67,2.0,Blend,Small,USD,0.23,99.77,0.0,15.12,0.99,6.95,13.0,18.66,5.4,2.29,16.45,2.62,0.03,2.72,15.49,16.39,-16.38,17.41,10.64
ACMHX,American Century Adaptive Small Cap Fund I Class,Small Blend,53620000.0,9.96,1.08,3.0,Blend,Small,USD,0.23,99.77,0.0,15.12,0.99,6.95,13.0,18.66,5.4,2.29,16.45,2.62,0.03,2.72,15.49,16.39,-15.98,17.94,11.09
ACMNX,American Century Adaptive Small Cap Fund Investor Class,Small Blend,53620000.0,9.84,0.9,3.0,Blend,Small,USD,0.23,99.77,0.0,15.12,0.99,6.95,13.0,18.66,5.4,2.29,16.45,2.62,0.03,2.72,15.49,16.39,-16.16,17.71,10.88
ACMVX,American Century Mid Cap Value Fund Investor Class,Mid-Cap Value,7620000000.0,13.21,1.22,4.0,Value,Medium,USD,2.6,97.4,0.0,14.82,1.05,2.38,10.6,23.34,3.0,8.32,8.92,10.01,0.49,7.63,14.94,10.36,-13.01,11.58,22.84
ACOAX,American Century Strategic Allocation: Moderate Fund A Class,Allocation - 50% to 70% Equity,956300000.0,9.55,1.1,3.0,Growth,Large,USD,2.26,59.76,37.79,15.78,1.48,2.41,14.77,15.83,5.46,7.21,12.84,1.94,1.74,5.49,11.15,21.17,-6.61,14.89,6.07
ACPIX,American Century Capital Value Fund I Class,Large Value,133660000.0,10.45,2.08,3.0,Value,Large,USD,1.5,98.5,0.0,13.88,1.41,0.9,4.16,23.54,0.0,8.41,22.33,3.6,4.35,14.28,7.77,10.66,-7.98,11.82,15.72
ACRNX,Columbia Acorn Fund Institutional Class,Mid-Cap Growth,4320000000.0,16.56,0.0,3.0,Growth,Medium,USD,2.97,97.03,0.0,20.2,1.67,2.52,20.66,8.9,4.1,4.61,15.76,0.0,1.11,1.6,15.03,25.72,-5.09,25.24,10.39
ACSCX,American Century Small Cap Value Fund A Class,Small Value,1360000000.0,15.42,0.33,4.0,Value,Small,USD,2.6,97.4,0.0,13.69,0.65,6.26,12.59,33.05,9.32,2.35,1.66,0.0,0.0,1.83,16.69,16.24,-17.21,9.91,25.79
ACSDX,Invesco Comstock Fund Class Y,Large Value,11650000000.0,11.95,1.83,3.0,Value,Large,USD,4.76,95.25,0.0,10.29,1.18,0.81,9.78,31.09,0.0,4.98,16.41,0.0,3.97,17.3,6.35,9.32,-12.01,18.11,18.08
ACSKX,American Century Short Duration Fund C Class,Short-Term Bond,405710000.0,1.28,1.63,1.0,Value,Medium,USD,5.11,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.5,0.91
ACSLX,American Century Select Fund C Class,Large Growth,3050000000.0,15.46,0.0,3.0,Growth,Large,USD,0.39,99.61,0.0,21.92,3.3,1.24,18.37,14.58,0.48,6.1,12.56,0.0,0.73,1.35,12.31,32.27,-4.59,27.63,4.45
ACSPX,American Century Short Duration Fund R Class,Short-Term Bond,405710000.0,1.3,2.13,2.0,Value,Medium,USD,5.11,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.91,1.51
ACSQX,American Century Short Duration Fund A Class,Short-Term Bond,405710000.0,1.47,2.38,2.0,Value,Medium,USD,5.11,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.16,1.67
ACSRX,Invesco Comstock Fund Class R,Large Value,11650000000.0,11.86,1.32,3.0,Value,Large,USD,4.76,95.25,0.0,10.29,1.18,0.81,9.78,31.09,0.0,4.98,16.41,0.0,3.97,17.3,6.35,9.32,-12.49,17.52,17.54
ACSTX,Invesco Comstock Fund Class A,Large Value,11650000000.0,11.88,1.58,3.0,Value,Large,USD,4.76,95.25,0.0,10.29,1.18,0.81,9.78,31.09,0.0,4.98,16.41,0.0,3.97,17.3,6.35,9.32,-12.24,17.77,17.83
